"","X","ST166Q02HA","ST166Q05HA","ST216Q01HA","ST216Q02HA","ST216Q03HA","FL167Q01HA","FL167Q02HA","FL167Q04HA","GRADE","MISCED","FISCED","BMMJ1","BFMJ2","BSMJ","literacy","sisced","COGFLEX","FLFAMILY","METASPAM"
"472",73970,1,1,1,1,2,3,3,2,-3,5,5,24.53,20.91,50.9,352.3674,1,-1.55595664359465,0.242358991049589,-2.55637096389897
"473",73972,6,6,1,1,1,3,3,3,0,2,2,70.5,22.57,74.66,644.5371,6,-2.244308447264,0.4989672074669,0.553794608158519
"474",73973,4,3,4,3,4,2,2,3,0,0,0,17,20.91,70.34,602.831,6,1.66946197895088,-0.329383646217568,-0.782927337634772
"475",73974,6,6,3,4,1,3,3,3,-1,6,2,78.76,50.15,78.76,473.9272,3,0.713693987382604,0.4989672074669,0.553794608158519
"476",73977,2,2,2,2,2,2,2,2,0,0,1,16.38,81.4,70.34,529.6603,3,-0.451687151752597,-0.562244012747661,-1.43773108173645
"477",73978,6,3,2,1,5,2,3,3,-2,2,3,16.5,15.35,86.72,400.1941,2,0.113465495729923,0.0672090668826926,-0.499278759561961
"478",73979,6,6,2,1,1,1,2,2,0,2,2,28.48,25.04,88.7,492.4566,6,-1.38248920985662,-0.942077339240434,0.553794608158519
"479",73984,6,6,3,4,4,4,4,4,-2,1,0,14.21,22.75,85.85,437.8235,6,1.68806116574265,1.61879374227692,0.553794608158519
"480",73987,2,1,3,3,3,2,3,2,0,1,1,26.64,28.48,86.72,443.243,6,0.914436242482403,-0.0403881215327886,-1.93980487635896
"481",73989,3,2,1,1,1,3,4,4,-3,2,1,26.64,25.95,25.95,395.4722,5,-2.244308447264,1.1999243701099,-1.26355192734577
"482",73991,6,5,3,3,3,1,1,2,-2,2,3,58.77,54,62.45,522.4865,2,0.914436242482403,-1.35253152854004,0.0211012480741791
"483",73992,3,3,3,3,3,2,2,4,-2,6,6,26.64,13.34,79.74,372.7226,5,0.914436242482403,-0.181933258952332,-0.940400185068825
"484",73993,3,2,2,2,3,4,4,4,0,1,2,51.56,70.34,80.46,537.4186,6,-0.0868735165116859,1.61879374227692,-1.26355192734577
"485",73996,6,6,1,1,3,4,4,4,0,2,1,25.04,19.78,70.34,612.8433,6,-1.12402196033105,1.61879374227692,0.553794608158519
"486",73997,5,2,5,2,4,2,3,3,0,5,1,19.08,40.54,80.46,595.4083,6,1.65072490661418,0.0672090668826926,-0.942115625898092
"487",73998,6,6,1,1,1,4,4,4,0,6,6,72.27,82.41,88.7,609.2588,6,-2.244308447264,1.61879374227692,0.553794608158519
"488",73999,6,6,3,3,4,3,3,3,0,3,2,44.94,56.57,63.03,554.0406,6,1.26065125212383,0.4989672074669,0.553794608158519
"489",74000,6,1,3,3,2,1,1,2,-1,2,2,39.02,38.44,62.45,485.4907,2,0.556513263686608,-1.35253152854004,-1.10326886493214
"490",74003,6,1,1,1,1,2,3,4,-2,2,2,24.53,26.6,30.78,480.1955,5,-2.244308447264,0.18797630224899,-1.10326886493214
"491",74004,6,6,3,2,2,3,3,4,0,4,2,23.88,21.13,74.66,620.0621,6,0.0468140892868284,0.808349755277976,0.553794608158519
"492",74008,6,4,2,2,3,2,3,4,0,2,5,78.86,62.45,58.77,485.4481,6,-0.0868735165116859,0.18797630224899,-0.251569765208248
"493",74011,6,2,3,2,2,4,4,4,0,4,6,24.98,60.29,60.29,449.7353,5,0.0468140892868284,1.61879374227692,-0.784591315240267
"494",74013,4,1,2,2,3,3,3,3,0,5,3,16.38,24.09,78.69,579.7032,6,-0.0868735165116859,0.4989672074669,-1.43973432915097
"495",74015,6,3,3,3,3,3,3,3,-2,2,2,44.94,14.39,30.78,389.097,5,0.914436242482403,0.4989672074669,-0.499278759561961
"496",74016,2,4,4,2,2,2,2,4,0,4,1,55.25,30.78,79.74,655.715,6,0.532177964642807,-0.181933258952332,-0.781264436662001
"497",74017,6,6,4,3,4,3,3,3,-1,1,1,24.15,30.34,50.15,461.0889,2,1.66946197895088,0.4989672074669,0.553794608158519
"498",74018,6,6,3,1,2,3,2,4,0,3,4,31.08,57.03,50.9,613.0785,6,-0.476842786516939,0.0807371942380102,0.553794608158519
"499",74019,6,1,3,1,1,3,4,4,0,4,1,43.33,24.49,79.05,640.6387,6,-0.843376298833451,1.1999243701099,-1.10326886493214
"500",74021,3,3,3,3,2,2,2,2,-1,2,4,24.53,59.89,51.5,227.6374,2,0.556513263686608,-0.562244012747661,-0.940400185068825
"501",74023,3,3,1,1,1,3,3,4,0,6,2,75.54,70.34,79.74,480.2681,6,-2.244308447264,0.808349755277976,-0.940400185068825
"502",74024,4,5,2,1,2,3,2,4,0,6,6,68.7,68.7,77.1,618.8961,3,-0.98174169644885,0.0807371942380102,-0.250249580021204
"503",74025,2,2,3,3,3,1,1,1,-2,1,1,43.85,43.85,50.9,294.1554,3,0.914436242482403,-1.69146723648415,-1.43773108173645
"504",74028,6,6,2,2,3,1,2,2,0,6,6,41.27,28.48,85.85,529.1358,6,-0.0868735165116859,-0.942077339240434,0.553794608158519
"505",74029,6,4,3,3,3,3,3,3,0,6,6,68.7,71.39,86.72,512.0062,6,0.914436242482403,0.4989672074669,-0.251569765208248
"506",74030,5,4,3,3,3,1,1,3,0,2,6,26.64,64.44,62.45,449.6331,3,0.914436242482403,-1.20089134693881,-0.373068066846296
"507",74033,6,1,4,4,4,4,4,4,0,0,5,17,16.5,88.7,517.7708,6,2.04129831335981,1.61879374227692,-1.10326886493214
"508",74038,6,5,2,2,3,3,3,4,0,1,1,23.47,26.6,50.9,612.128,6,-0.0868735165116859,0.808349755277976,0.0211012480741791
"509",74039,6,6,2,2,2,3,3,4,0,4,1,24.98,15.35,79.74,631.1496,6,-0.451687151752597,0.808349755277976,0.553794608158519
"510",74041,4,4,2,2,3,3,3,3,0,2,2,26.64,26.62,80.78,646.1747,6,-0.0868735165116859,0.4989672074669,-0.497888870771127
"511",74042,6,6,3,1,1,1,2,2,0,1,2,28.48,43.85,72.83,534.82,6,-0.843376298833451,-0.942077339240434,0.553794608158519
"512",74043,6,6,1,1,1,3,3,3,0,6,6,70.34,81.4,81.92,569.582,6,-2.244308447264,0.4989672074669,0.553794608158519
"513",74046,1,2,3,2,4,2,3,4,0,1,1,17,11.74,70.34,518.0514,3,0.756149318894994,0.18797630224899,-1.64455766548529
"514",74047,6,6,2,2,2,3,2,3,0,6,5,43.85,59.89,65.01,647.9009,6,-0.451687151752597,-0.0274610457748489,0.553794608158519
"515",74048,4,2,2,3,2,2,2,2,0,6,4,75.54,35.34,79.74,522.8625,1,0.0713105617274848,-0.562244012747661,-1.10154667257686
"516",74049,6,4,2,1,1,4,4,4,0,6,4,71.39,30.34,88.7,552.4013,6,-1.38248920985662,1.61879374227692,-0.251569765208248
"517",74052,4,4,2,2,2,2,2,3,0,4,5,62.39,50.15,79.74,584.8162,6,-0.451687151752597,-0.329383646217568,-0.497888870771127
"518",74053,3,2,3,3,1,3,4,3,-1,3,5,31.46,31.46,86.72,514.9646,6,0.203438057812296,1.08809774303528,-1.26355192734577
"519",74054,4,6,3,2,2,2,2,3,0,6,6,55.25,39.02,86.72,481.3784,6,0.0468140892868284,-0.329383646217568,0.0228289661089937
"520",74055,2,4,4,3,4,2,2,2,0,6,6,81.13,71.39,79.05,603.9176,6,1.66946197895088,-0.562244012747661,-0.781264436662001
"521",74059,6,6,1,1,1,2,4,2,-2,0,1,13.24,30.34,30.34,434.028,5,-2.244308447264,0.445965528409882,0.553794608158519
"522",74062,3,3,3,2,3,2,2,1,0,6,6,54.27,57.03,83.09,478.7263,6,0.400682026601553,-0.762354626636194,-0.940400185068825
"523",74066,1,4,3,3,3,1,2,3,0,6,6,28.48,28.48,88.7,401.7379,3,0.914436242482403,-0.817201567464392,-0.938684875966786
"524",74068,5,4,2,2,3,1,1,2,-2,0,6,23.57,59.35,70.34,333.5767,5,-0.0868735165116859,-1.35253152854004,-0.373068066846296
"525",74069,4,4,3,3,4,3,3,3,-1,6,2,26.64,30.32,30.78,487.8806,1,1.26065125212383,0.4989672074669,-0.497888870771127
"526",74070,6,5,4,3,3,2,2,1,0,6,6,70.34,70.34,81.92,554.5976,6,1.37952245769061,-0.762354626636194,0.0211012480741791
"527",74074,4,4,3,2,2,3,3,3,0,6,6,88.7,75.5,70.34,483.8226,6,0.0468140892868284,0.4989672074669,-0.497888870771127
"528",74076,5,5,2,2,2,3,2,3,0,5,6,26.64,37.83,85.85,515.3781,6,-0.451687151752597,-0.0274610457748489,-0.123476447825085
"529",74079,6,6,2,2,3,1,1,2,0,2,2,26.64,25.95,86.72,492.5437,6,-0.0868735165116859,-1.35253152854004,0.553794608158519
"530",74080,6,1,3,1,2,1,2,1,0,6,6,85.85,78.69,82.31,461.1285,6,-0.476842786516939,-1.05404141957521,-1.10326886493214
"531",74083,3,6,3,2,3,1,2,2,0,6,6,70.5,51.5,88.7,571.9892,6,0.400682026601553,-0.942077339240434,-0.122042536612425
"532",74084,6,6,2,2,2,4,3,2,-1,4,2,30.9,17,74.66,590.872,2,-0.451687151752597,0.866196584111382,0.553794608158519
"533",74086,6,6,1,1,1,1,2,2,0,4,2,39.02,18.02,63.03,555.6259,6,-2.244308447264,-0.942077339240434,0.553794608158519
"534",74087,6,6,2,2,2,2,2,3,0,6,4,76.49,65.01,81.13,535.0435,6,-0.451687151752597,-0.329383646217568,0.553794608158519
"535",74088,6,5,1,2,3,3,3,3,0,5,1,16.8,22.75,81.92,618.8062,6,-0.58804166972774,0.4989672074669,0.0211012480741791
"536",74089,6,6,3,4,3,2,3,3,0,6,6,79.05,62.45,79.05,561.2725,6,1.4007424608821,0.0672090668826926,0.553794608158519
"537",74091,5,6,2,2,3,3,3,4,0,6,3,76.49,70.34,70.34,619.3972,3,-0.0868735165116859,0.808349755277976,0.212806530169903
"538",74093,3,3,2,2,2,3,2,2,-1,6,6,79.74,64.44,70.34,471.9154,6,-0.451687151752597,-0.137261268610083,-0.940400185068825
"539",74095,6,3,3,2,2,2,3,3,-1,2,4,17,51.5,51.5,475.0347,3,0.0468140892868284,0.0672090668826926,-0.499278759561961
"540",74096,6,6,2,2,2,2,2,2,0,6,6,88.96,70.57,81.92,583.8749,6,-0.451687151752597,-0.562244012747661,0.553794608158519
"541",74097,5,6,4,3,4,1,2,3,0,6,6,79.05,85.41,88.7,659.2327,6,1.66946197895088,-0.817201567464392,0.212806530169903
"542",74098,5,6,2,1,3,1,1,2,0,2,2,16.5,26.6,88.7,531.7902,3,-0.61316527224348,-1.35253152854004,0.212806530169903
"543",74099,6,5,3,2,2,4,3,3,0,5,5,24.98,70.34,70.34,580.0436,6,0.0468140892868284,0.99119142392321,0.0211012480741791
"544",74102,6,6,2,1,2,2,2,4,0,2,0,39.04,13.34,84.14,535.0538,6,-0.98174169644885,-0.181933258952332,0.553794608158519
"545",74103,1,1,2,1,2,3,2,2,0,6,6,70.34,70.34,62.45,555.1869,6,-0.98174169644885,-0.137261268610083,-2.55637096389897
"546",74106,6,6,3,4,2,2,2,3,0,1,1,16.38,15.35,64.44,463.2533,6,1.07077303232522,-0.329383646217568,0.553794608158519
"547",74109,4,6,4,3,5,2,2,3,0,1,5,31.08,55.25,47.42,527.1237,6,1.93028870511291,-0.329383646217568,0.0228289661089937
"548",74113,2,1,3,3,2,1,3,3,0,0,6,23.47,75.43,37.59,395.1338,5,0.556513263686608,-0.19727250408195,-1.93980487635896
"549",74115,6,6,2,2,2,2,2,3,0,4,4,28.48,25.04,86.72,534.6781,6,-0.451687151752597,-0.329383646217568,0.553794608158519
"550",74117,6,6,3,2,3,1,1,3,-1,4,2,39.02,25.95,39.02,492.8386,2,0.400682026601553,-1.20089134693881,0.553794608158519
"551",74119,1,1,2,2,1,1,2,1,0,4,5,51.5,51.5,79.74,485.6365,6,-0.818101993299583,-1.05404141957521,-2.55637096389897
"552",74120,5,4,3,2,2,4,2,4,0,1,0,39.04,23.57,31.08,498.8937,6,0.0468140892868284,0.56015092255695,-0.373068066846296
"553",74122,6,6,3,2,2,2,2,2,0,6,5,78.17,44.14,80.78,584.4133,6,0.0468140892868284,-0.562244012747661,0.553794608158519
"554",74123,3,4,2,1,2,4,4,4,0,6,1,68.7,65.42,79.05,603.2323,6,-0.98174169644885,1.61879374227692,-0.632877796510115
"555",74124,6,6,1,3,1,4,4,4,0,6,6,75.54,76.49,86.72,532.7273,6,-0.792873876797397,1.61879374227692,0.553794608158519
"556",74125,6,6,2,2,2,2,2,3,0,6,4,68.7,51.5,88.7,600.1325,6,-0.451687151752597,-0.329383646217568,0.553794608158519
"557",74126,5,4,3,2,2,3,3,3,0,6,1,58.77,59.89,72.83,529.5862,6,0.0468140892868284,0.4989672074669,-0.373068066846296
"558",74127,6,6,3,2,3,2,2,2,1,6,6,78.69,85.41,84.61,674.1999,6,0.400682026601553,-0.562244012747661,0.553794608158519
"559",74128,5,5,2,2,2,4,4,4,0,4,2,24.98,45.76,74.66,547.8239,6,-0.451687151752597,1.61879374227692,-0.123476447825085
"560",74129,1,1,1,1,1,3,3,3,0,2,3,23.57,36.35,36.35,507.6709,5,-2.244308447264,0.4989672074669,-2.55637096389897
"561",74134,3,1,2,1,3,1,1,2,-1,3,1,70.5,26.6,84.14,421.7622,3,-0.61316527224348,-1.35253152854004,-1.64709770664521
"562",74135,6,6,2,1,1,2,2,2,0,3,1,23.47,37.83,80.92,607.8891,6,-1.38248920985662,-0.562244012747661,0.553794608158519
"563",74137,5,5,1,1,1,1,3,3,-2,6,6,16.5,24.53,79.74,321.6702,1,-2.244308447264,-0.19727250408195,-0.123476447825085
"564",74141,6,6,2,1,1,3,3,3,-2,1,0,17,25.95,57.03,489.8755,4,-1.38248920985662,0.4989672074669,0.553794608158519
"565",74142,6,6,2,2,3,4,4,4,0,4,4,76.65,57.25,63.03,564.0465,6,-0.0868735165116859,1.61879374227692,0.553794608158519
"566",74147,6,1,4,3,4,3,3,3,0,1,0,16.5,35.34,29.18,501.6381,5,1.66946197895088,0.4989672074669,-1.10326886493214
"567",74149,6,3,2,2,1,3,3,2,-2,6,6,39.04,70.89,63.31,431.9619,5,-0.818101993299583,0.242358991049589,-0.499278759561961
"568",74154,3,4,3,4,2,2,2,2,0,2,1,28.48,51.56,85.85,432.6754,6,1.07077303232522,-0.562244012747661,-0.632877796510115
"569",74155,2,2,3,2,2,2,1,1,0,5,0,17,29.18,88.7,441.7772,6,0.0468140892868284,-1.15465056930886,-1.43773108173645
"570",74157,4,6,2,1,4,1,1,3,0,6,6,81.92,81.92,67.94,649.3376,6,-0.246971741009175,-1.20089134693881,0.0228289661089937
"571",74161,6,6,2,2,4,3,3,3,0,4,6,43.33,65.01,73.71,539.6271,6,0.269489590390518,0.4989672074669,0.553794608158519
"572",74168,1,1,4,4,4,1,2,2,-2,4,1,24.98,17,24.53,358.3269,1,2.04129831335981,-0.942077339240434,-2.55637096389897
"573",74170,5,6,3,3,3,3,3,3,0,4,2,67.11,59.89,80.92,596.8231,6,0.914436242482403,0.4989672074669,0.212806530169903
"574",74171,6,6,3,3,4,3,3,2,0,6,6,71.39,70.09,84.61,590.7271,6,1.26065125212383,0.242358991049589,0.553794608158519
"575",74175,4,6,1,1,2,2,3,4,0,5,2,76.49,15.35,84.14,594.4619,6,-1.55595664359465,0.18797630224899,0.0228289661089937
"576",74176,5,5,3,2,2,4,4,4,0,6,0,68.7,30.78,77.1,531.3105,6,0.0468140892868284,1.61879374227692,-0.123476447825085
"577",74181,4,3,3,3,3,2,2,2,0,3,2,39.02,25.95,71.39,618.4936,6,0.914436242482403,-0.562244012747661,-0.782927337634772
"578",74183,4,3,3,2,4,2,2,3,-1,6,6,21.64,79.74,62.45,420.3008,2,0.756149318894994,-0.329383646217568,-0.782927337634772
"579",74188,3,4,3,3,4,2,2,3,0,2,4,39.04,31.72,74.66,599.0631,6,1.26065125212383,-0.329383646217568,-0.632877796510115
"580",74191,6,6,1,2,1,3,3,3,0,6,6,79.74,81.4,80.92,593.1863,6,-1.35255153112643,0.4989672074669,0.553794608158519
"581",74197,6,6,4,2,3,3,3,4,0,4,6,65.42,70.34,70.34,591.8193,6,0.889832486174701,0.808349755277976,0.553794608158519
"582",74200,5,6,3,2,5,3,2,3,0,5,5,43.33,17,72.83,486.7727,6,1.11195196952821,-0.0274610457748489,0.212806530169903
"583",74202,6,6,1,1,1,3,3,3,0,4,4,17,30.34,83.09,556.997,6,-2.244308447264,0.4989672074669,0.553794608158519
"584",74210,6,6,2,2,2,4,4,4,0,5,6,31.08,76.49,88.7,575.7715,6,-0.451687151752597,1.61879374227692,0.553794608158519
"585",74211,6,4,2,2,3,2,3,3,0,6,6,84.61,86.72,84.14,643.1695,6,-0.0868735165116859,0.0672090668826926,-0.251569765208248
"586",74212,6,6,2,2,2,1,2,2,0,6,6,51.56,76.49,72.83,520.7599,6,-0.451687151752597,-0.942077339240434,0.553794608158519
"587",74213,6,6,2,2,2,2,2,2,0,4,6,24.98,80.78,80.92,617.2409,6,-0.451687151752597,-0.562244012747661,0.553794608158519
"588",74214,6,6,4,4,4,2,2,2,0,2,2,16.38,62.13,78.69,614.957,6,2.04129831335981,-0.562244012747661,0.553794608158519
"589",74215,6,6,1,1,1,3,3,4,0,4,5,17,30.78,81.13,542.8724,6,-2.244308447264,0.808349755277976,0.553794608158519
"590",74216,6,6,2,1,1,3,3,4,0,2,2,11.74,33.76,78.69,493.8584,6,-1.38248920985662,0.808349755277976,0.553794608158519
"591",74217,6,1,4,1,1,1,1,3,-1,2,2,57.25,82.31,74.66,544.3583,2,-0.340449209807529,-1.20089134693881,-1.10326886493214
"592",74221,5,6,3,2,3,2,2,2,0,2,4,17,30.78,78.69,551.0498,6,0.400682026601553,-0.562244012747661,0.212806530169903
"593",74222,6,6,2,1,1,4,4,4,0,6,4,82.41,57.03,39.73,631.3035,6,-1.38248920985662,1.61879374227692,0.553794608158519
"594",74223,5,6,3,3,3,4,3,4,0,4,2,57.03,57.03,77.1,633.6481,6,0.914436242482403,1.10130441699083,0.212806530169903
"595",74225,6,6,2,2,3,3,3,3,0,0,2,11.74,37.22,81.13,585.5143,6,-0.0868735165116859,0.4989672074669,0.553794608158519
"596",74226,3,3,2,2,2,2,2,3,0,4,5,44.94,76.65,70.34,512.8343,6,-0.451687151752597,-0.329383646217568,-0.940400185068825
"597",74227,4,4,3,1,2,3,4,3,0,6,4,76.65,75.5,82.41,492.9122,6,-0.476842786516939,1.08809774303528,-0.497888870771127
"598",74228,6,6,1,1,1,2,2,2,0,3,3,54.62,31.08,31.08,557.2609,3,-2.244308447264,-0.562244012747661,0.553794608158519
"599",74230,6,6,3,3,3,1,3,3,0,2,1,62.39,30.99,81.92,515.1216,6,0.914436242482403,-0.19727250408195,0.553794608158519
"600",74231,1,4,1,3,4,1,1,3,0,1,2,17,17,70.34,408.4506,5,0.293693225846126,-1.20089134693881,-0.938684875966786
"601",74236,6,1,2,2,2,4,4,4,0,3,2,24.98,22.77,84.14,521.7397,6,-0.451687151752597,1.61879374227692,-1.10326886493214
"602",74237,3,2,3,4,4,2,2,2,0,2,2,16.5,26.6,76.65,522.0606,6,1.68806116574265,-0.562244012747661,-1.26355192734577
"603",74238,5,6,3,2,4,2,3,4,0,1,1,16.38,29.16,76.65,495.0015,5,0.756149318894994,0.18797630224899,0.212806530169903
"604",74239,6,5,2,2,3,3,3,2,0,6,6,81.92,86.72,78.69,566.5637,6,-0.0868735165116859,0.242358991049589,0.0211012480741791
"605",74241,3,2,3,2,2,3,3,4,0,5,2,44.14,71.39,86.72,492.5896,6,0.0468140892868284,0.808349755277976,-1.26355192734577
"606",74242,5,4,3,2,2,3,3,3,-1,1,1,24.98,27.91,77.1,547.7213,6,0.0468140892868284,0.4989672074669,-0.373068066846296
"607",74246,4,4,3,3,3,2,2,2,-2,1,3,16.5,19.08,85.85,401.5962,6,0.914436242482403,-0.562244012747661,-0.497888870771127
"608",74249,4,6,3,2,4,2,1,2,0,6,6,75.54,51.56,79.74,583.9711,6,0.756149318894994,-1.04059489189381,0.0228289661089937
"609",74252,1,2,3,3,3,2,2,2,0,6,6,60.29,60.29,67.94,585.5563,6,0.914436242482403,-0.562244012747661,-1.64455766548529
"610",74253,6,5,2,2,2,1,1,4,0,0,0,17,26.92,82.41,470.0915,3,-0.451687151752597,-1.08208497242367,0.0211012480741791
"611",74254,6,6,2,2,2,2,2,2,0,4,6,39.02,56.38,84.61,631.3925,6,-0.451687151752597,-0.562244012747661,0.553794608158519
"612",74264,6,5,2,2,3,3,2,3,0,2,4,70.34,68.54,77.1,562.679,6,-0.0868735165116859,-0.0274610457748489,0.0211012480741791
"613",74266,6,6,2,1,4,4,4,4,0,6,6,62.39,76.49,86.72,613.3239,6,-0.246971741009175,1.61879374227692,0.553794608158519
"614",74269,4,3,2,2,2,2,2,2,-2,2,2,44.94,30.78,30.78,407.9055,2,-0.451687151752597,-0.562244012747661,-0.782927337634772
"615",74271,6,6,4,3,5,1,1,3,0,2,2,14.21,30.78,51.5,429.2572,6,1.93028870511291,-1.20089134693881,0.553794608158519
"616",74273,2,3,1,2,2,3,4,3,0,1,1,30.34,25.95,65.23,539.5073,6,-0.956009515285435,1.08809774303528,-1.09982469592854
"617",74275,6,6,2,2,5,2,3,3,1,6,4,70.34,70.34,88.7,625.8407,6,0.623012918723162,0.0672090668826926,0.553794608158519
"618",74276,5,6,3,4,3,1,1,1,0,1,2,21.82,30.34,74.66,534.6277,3,1.4007424608821,-1.69146723648415,0.212806530169903
"619",74279,1,1,3,3,3,2,2,2,-3,1,2,39.04,17,31.08,353.6167,2,0.914436242482403,-0.562244012747661,-2.55637096389897
"620",74285,5,6,2,1,1,3,3,3,0,4,4,55.25,57.03,70.1,629.3953,6,-1.38248920985662,0.4989672074669,0.212806530169903
"621",74288,5,4,2,2,2,3,3,3,-3,2,2,14.21,15.35,88.7,358.4001,6,-0.451687151752597,0.4989672074669,-0.373068066846296
"622",74291,6,3,2,3,3,2,3,3,0,4,4,28.48,28.48,79.05,588.4192,6,0.424885078014368,0.0672090668826926,-0.499278759561961
"623",74293,3,6,1,2,2,3,3,2,0,6,6,82.41,79.05,81.92,591.814,6,-0.956009515285435,0.242358991049589,-0.122042536612425
"624",74294,4,6,4,4,4,3,3,4,0,6,5,71.39,51.56,84.14,590.1582,6,2.04129831335981,0.808349755277976,0.0228289661089937
"625",74295,6,6,2,2,3,4,3,4,0,6,2,82.41,25.95,76.65,574.8335,6,-0.0868735165116859,1.10130441699083,0.553794608158519
"626",74296,6,6,2,2,2,2,2,2,0,6,4,79.74,70.34,79.74,470.9735,6,-0.451687151752597,-0.562244012747661,0.553794608158519
"627",74302,6,6,1,2,2,1,2,3,0,5,2,31.08,70.34,78.69,555.016,6,-0.956009515285435,-0.817201567464392,0.553794608158519
"628",74303,5,4,2,3,4,2,3,3,0,6,6,81.92,65.64,52.7,601.6285,6,0.780791114631594,0.0672090668826926,-0.373068066846296
"629",74305,3,3,2,2,2,3,3,3,0,6,6,49.3,76.65,70.34,557.8562,6,-0.451687151752597,0.4989672074669,-0.940400185068825
"630",74309,3,2,1,1,1,4,4,4,0,6,4,57.04,62.39,70.34,513.4894,6,-2.244308447264,1.61879374227692,-1.26355192734577
"631",74313,2,6,1,1,1,3,3,3,0,5,2,70.34,55.03,29.18,454.5823,2,-2.244308447264,0.4989672074669,-0.248928815485956
"632",74315,1,4,2,1,2,2,2,2,0,4,4,39.02,25.04,81.92,632.1532,6,-0.98174169644885,-0.562244012747661,-0.938684875966786
"633",74316,3,3,3,3,3,3,3,3,0,1,1,26.64,26.62,75.13,481.763,6,0.914436242482403,0.4989672074669,-0.940400185068825
"634",74317,2,2,1,1,1,1,4,4,-1,1,1,16.38,24.98,85.85,335.8062,0,-2.244308447264,0.336845364667284,-1.43773108173645
"635",74318,6,6,4,3,3,4,4,4,0,4,2,39.02,39.04,31.08,503.2959,5,1.37952245769061,1.61879374227692,0.553794608158519
"636",74319,6,3,3,3,3,3,3,3,0,4,4,57.99,16.34,72.83,530.5635,6,0.914436242482403,0.4989672074669,-0.499278759561961
"637",74320,6,6,4,3,4,3,3,3,0,6,6,82.41,82.41,75.54,605.8259,6,1.66946197895088,0.4989672074669,0.553794608158519
"638",74322,6,6,2,4,3,1,2,2,-1,5,0,31.08,35.07,67.94,370.4642,2,0.938995075196844,-0.942077339240434,0.553794608158519
"639",74323,5,3,3,2,2,3,2,3,0,3,3,16.5,25.95,86.72,568.3475,6,0.0468140892868284,-0.0274610457748489,-0.634405602163965
"640",74324,1,6,2,2,2,3,3,3,-1,1,2,27.3,16.34,31.08,467.5804,2,-0.451687151752597,0.4989672074669,-0.37044179990668
"641",74326,6,1,2,1,2,4,4,4,0,6,2,82.41,57.03,77.1,593.9426,5,-0.98174169644885,1.61879374227692,-1.10326886493214
"642",74327,6,2,3,2,3,1,1,2,0,6,2,17,41.27,85.85,539.1406,6,0.400682026601553,-1.35253152854004,-0.784591315240267
"643",74330,5,6,2,1,2,4,2,2,-2,4,1,17,11.74,16.34,369.7455,5,-0.98174169644885,0.123787676930826,0.212806530169903
"644",74331,4,5,3,2,1,4,4,4,0,4,2,55.25,25.95,81.92,543.3132,6,-0.315326501286834,1.61879374227692,-0.250249580021204
"645",74333,6,6,3,3,3,3,3,4,0,1,4,17,21.13,78.69,546.1736,5,0.914436242482403,0.808349755277976,0.553794608158519
"646",74334,6,3,2,1,2,3,3,3,0,6,6,58.77,81.4,85.85,509.3916,6,-0.98174169644885,0.4989672074669,-0.499278759561961
"647",74335,4,5,2,3,2,4,4,4,-1,2,2,28.48,29.16,50.9,427.3343,6,0.0713105617274848,1.61879374227692,-0.250249580021204
"648",74336,5,6,1,1,2,3,3,3,-1,6,1,24.15,30.14,79.74,463.8659,5,-1.55595664359465,0.4989672074669,0.212806530169903
"649",74338,5,6,3,2,3,2,3,4,0,2,2,31.08,29.16,79.05,581.148,6,0.400682026601553,0.18797630224899,0.212806530169903
"650",74339,2,5,2,2,3,2,3,3,-1,2,6,14.82,29.16,30.78,446.137,4,-0.0868735165116859,0.0672090668826926,-0.496500247014317
"651",74340,6,6,2,1,2,4,4,1,1,5,2,55.25,57.03,79.05,500.3437,6,-0.98174169644885,1.12883776914429,0.553794608158519
"652",74341,5,4,3,2,3,3,3,3,0,5,5,26.64,24.16,63.03,476.7316,6,0.400682026601553,0.4989672074669,-0.373068066846296
"653",74342,5,5,3,3,3,2,2,2,0,5,4,43.85,23.96,81.13,497.016,6,0.914436242482403,-0.562244012747661,-0.123476447825085
"654",74344,6,6,1,2,1,2,3,3,0,6,6,86.72,61.07,43.85,558.9676,6,-1.35255153112643,0.0672090668826926,0.553794608158519
"655",74345,6,5,2,2,2,2,2,2,0,4,4,70.34,24.8,50.15,615.1088,3,-0.451687151752597,-0.562244012747661,0.0211012480741791
"656",74352,5,6,2,2,1,3,2,3,0,6,2,75.5,22.25,73.91,664.0935,6,-0.818101993299583,-0.0274610457748489,0.212806530169903
"657",74353,6,6,1,1,1,3,3,3,0,4,4,25.2,51.5,76.24,526.3113,6,-2.244308447264,0.4989672074669,0.553794608158519
"658",74354,3,4,3,3,3,3,3,3,0,6,6,69.24,80.92,43.85,555.3263,6,0.914436242482403,0.4989672074669,-0.632877796510115
"659",74355,2,2,3,3,3,2,2,2,0,4,1,23.47,16.34,50.9,460.1455,6,0.914436242482403,-0.562244012747661,-1.43773108173645
"660",74357,6,6,3,2,2,4,4,4,0,2,1,14.21,26.85,85.85,471.9794,3,0.0468140892868284,1.61879374227692,0.553794608158519
"661",74359,3,3,2,1,2,2,2,2,0,6,4,68.7,62.45,68.77,529.6219,6,-0.98174169644885,-0.562244012747661,-0.940400185068825
