,ST166Q02HA,ST166Q05HA,ST216Q01HA,ST216Q02HA,ST216Q03HA,FL167Q01HA,FL167Q02HA,FL167Q04HA,GRADE,MISCED,FISCED,BMMJ1,BFMJ2,BSMJ,literacy,sisced
74142,6.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,0.0,4.0,4.0,76.65,57.25,63.03,564.0464999999999,6.0
74147,6.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,16.5,35.34,29.18,501.63809999999995,5.0
74149,6.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,-2.0,6.0,6.0,39.04,70.89,63.31,431.96189999999996,5.0
74154,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,28.48,51.56,85.85,432.67539999999997,6.0
74155,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,17.0,29.18,88.7,441.7772,6.0
74157,4.0,6.0,2.0,1.0,4.0,1.0,1.0,3.0,0.0,6.0,6.0,81.92,81.92,67.94,649.3376,6.0
74161,6.0,6.0,2.0,2.0,4.0,3.0,3.0,3.0,0.0,4.0,6.0,43.33,65.01,73.71,539.6270999999999,6.0
74168,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,-2.0,4.0,1.0,24.98,17.0,24.53,358.3269000000001,1.0
74170,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,2.0,67.11,59.89,80.92,596.8231,6.0
74171,6.0,6.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,6.0,6.0,71.39,70.09,84.61,590.7271000000001,6.0
74175,4.0,6.0,1.0,1.0,2.0,2.0,3.0,4.0,0.0,5.0,2.0,76.49,15.35,84.14,594.4619,6.0
74176,5.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,0.0,6.0,0.0,68.7,30.78,77.1,531.3105,6.0
74181,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,39.02,25.95,71.39,618.4936,6.0
74183,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,-1.0,6.0,6.0,21.64,79.74,62.45,420.3008,2.0
74188,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,0.0,2.0,4.0,39.04,31.72,74.66,599.0631000000001,6.0
74191,6.0,6.0,1.0,2.0,1.0,3.0,3.0,3.0,0.0,6.0,6.0,79.74,81.4,80.92,593.1863,6.0
74197,6.0,6.0,4.0,2.0,3.0,3.0,3.0,4.0,0.0,4.0,6.0,65.42,70.34,70.34,591.8193000000001,6.0
74200,5.0,6.0,3.0,2.0,5.0,3.0,2.0,3.0,0.0,5.0,5.0,43.33,17.0,72.83,486.7727,6.0
74202,6.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,4.0,4.0,17.0,30.34,83.09,556.997,6.0
74210,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,5.0,6.0,31.08,76.49,88.7,575.7715000000001,6.0
74211,6.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,6.0,6.0,84.61,86.72,84.14,643.1695000000001,6.0
74212,6.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,6.0,6.0,51.56,76.49,72.83,520.7598999999999,6.0
74213,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,6.0,24.98,80.78,80.92,617.2409,6.0
74214,6.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,16.38,62.13,78.69,614.9570000000001,6.0
74215,6.0,6.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0,4.0,5.0,17.0,30.78,81.13,542.8724,6.0
74216,6.0,6.0,2.0,1.0,1.0,3.0,3.0,4.0,0.0,2.0,2.0,11.74,33.76,78.69,493.8584000000001,6.0
74217,6.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,-1.0,2.0,2.0,57.25,82.31,74.66,544.3583,2.0
74221,5.0,6.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,4.0,17.0,30.78,78.69,551.0498,6.0
74222,6.0,6.0,2.0,1.0,1.0,4.0,4.0,4.0,0.0,6.0,4.0,82.41,57.03,39.73,631.3035,6.0
74223,5.0,6.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,4.0,2.0,57.03,57.03,77.1,633.6481,6.0
74225,6.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,11.74,37.22,81.13,585.5143,6.0
74226,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,4.0,5.0,44.94,76.65,70.34,512.8343000000001,6.0
74227,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,0.0,6.0,4.0,76.65,75.5,82.41,492.91220000000004,6.0
74228,6.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,54.62,31.08,31.08,557.2609000000001,3.0
74230,6.0,6.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,62.39,30.99,81.92,515.1216,6.0
74231,1.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,0.0,1.0,2.0,17.0,17.0,70.34,408.4506,5.0
74236,6.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,3.0,2.0,24.98,22.77,84.14,521.7396999999999,6.0
74237,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,16.5,26.6,76.65,522.0606,6.0
74238,5.0,6.0,3.0,2.0,4.0,2.0,3.0,4.0,0.0,1.0,1.0,16.38,29.16,76.65,495.00149999999996,5.0
74239,6.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,6.0,6.0,81.92,86.72,78.69,566.5636999999999,6.0
74241,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,0.0,5.0,2.0,44.14,71.39,86.72,492.5896000000001,6.0
74242,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,-1.0,1.0,1.0,24.98,27.91,77.1,547.7213,6.0
74246,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,-2.0,1.0,3.0,16.5,19.08,85.85,401.5962,6.0
74249,4.0,6.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,6.0,6.0,75.54,51.56,79.74,583.9711,6.0
74252,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,6.0,6.0,60.29,60.29,67.94,585.5563,6.0
74253,6.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,17.0,26.92,82.41,470.0915000000001,3.0
74254,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,6.0,39.02,56.38,84.61,631.3925000000002,6.0
74264,6.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,4.0,70.34,68.54,77.1,562.6790000000001,6.0
74266,6.0,6.0,2.0,1.0,4.0,4.0,4.0,4.0,0.0,6.0,6.0,62.39,76.49,86.72,613.3239000000001,6.0
74269,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,44.94,30.78,30.78,407.9055,2.0
74271,6.0,6.0,4.0,3.0,5.0,1.0,1.0,3.0,0.0,2.0,2.0,14.21,30.78,51.5,429.2572,6.0
74273,2.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,30.34,25.95,65.23,539.5073,6.0
74275,6.0,6.0,2.0,2.0,5.0,2.0,3.0,3.0,1.0,6.0,4.0,70.34,70.34,88.7,625.8407,6.0
74276,5.0,6.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,21.82,30.34,74.66,534.6277,3.0
74279,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,-3.0,1.0,2.0,39.04,17.0,31.08,353.61670000000004,2.0
74285,5.0,6.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,4.0,4.0,55.25,57.03,70.1,629.3953,6.0
74288,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,-3.0,2.0,2.0,14.21,15.35,88.7,358.40009999999995,6.0
74291,6.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,4.0,4.0,28.48,28.48,79.05,588.4192,6.0
74293,3.0,6.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,6.0,6.0,82.41,79.05,81.92,591.8140000000001,6.0
74294,4.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,6.0,5.0,71.39,51.56,84.14,590.1582000000001,6.0
74295,6.0,6.0,2.0,2.0,3.0,4.0,3.0,4.0,0.0,6.0,2.0,82.41,25.95,76.65,574.8335,6.0
74296,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,4.0,79.74,70.34,79.74,470.97349999999994,6.0
74302,6.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,5.0,2.0,31.08,70.34,78.69,555.0160000000001,6.0
74303,5.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,0.0,6.0,6.0,81.92,65.64,52.7,601.6285,6.0
74305,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,49.3,76.65,70.34,557.8562,6.0
74309,3.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,6.0,4.0,57.04,62.39,70.34,513.4894,6.0
74313,2.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,5.0,2.0,70.34,55.03,29.18,454.5822999999999,2.0
74315,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,39.02,25.04,81.92,632.1532,6.0
74316,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,26.64,26.62,75.13,481.76300000000003,6.0
74317,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,-1.0,1.0,1.0,16.38,24.98,85.85,335.8062,0.0
74318,6.0,6.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,4.0,2.0,39.02,39.04,31.08,503.29589999999996,5.0
74319,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,57.99,16.34,72.83,530.5635,6.0
74320,6.0,6.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,6.0,6.0,82.41,82.41,75.54,605.8259,6.0
74322,6.0,6.0,2.0,4.0,3.0,1.0,2.0,2.0,-1.0,5.0,0.0,31.08,35.07,67.94,370.4642,2.0
74323,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,3.0,3.0,16.5,25.95,86.72,568.3475,6.0
74324,1.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,-1.0,1.0,2.0,27.3,16.34,31.08,467.5804,2.0
74326,6.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,0.0,6.0,2.0,82.41,57.03,77.1,593.9426,5.0
74327,6.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,6.0,2.0,17.0,41.27,85.85,539.1406,6.0
74330,5.0,6.0,2.0,1.0,2.0,4.0,2.0,2.0,-2.0,4.0,1.0,17.0,11.74,16.34,369.7455,5.0
74331,4.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,0.0,4.0,2.0,55.25,25.95,81.92,543.3131999999999,6.0
74333,6.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,4.0,17.0,21.13,78.69,546.1736000000001,5.0
74334,6.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,58.77,81.4,85.85,509.39160000000004,6.0
74335,4.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,-1.0,2.0,2.0,28.48,29.16,50.9,427.3343,6.0
74336,5.0,6.0,1.0,1.0,2.0,3.0,3.0,3.0,-1.0,6.0,1.0,24.15,30.14,79.74,463.86589999999995,5.0
74338,5.0,6.0,3.0,2.0,3.0,2.0,3.0,4.0,0.0,2.0,2.0,31.08,29.16,79.05,581.1479999999999,6.0
74339,2.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,-1.0,2.0,6.0,14.82,29.16,30.78,446.137,4.0
74340,6.0,6.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,5.0,2.0,55.25,57.03,79.05,500.3437,6.0
74341,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,5.0,5.0,26.64,24.16,63.03,476.73159999999996,6.0
74342,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,5.0,4.0,43.85,23.96,81.13,497.0160000000001,6.0
74344,6.0,6.0,1.0,2.0,1.0,2.0,3.0,3.0,0.0,6.0,6.0,86.72,61.07,43.85,558.9676,6.0
74345,6.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,70.34,24.8,50.15,615.1088,3.0
74352,5.0,6.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,6.0,2.0,75.5,22.25,73.91,664.0935000000001,6.0
74353,6.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,4.0,4.0,25.2,51.5,76.24,526.3113,6.0
74354,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,69.24,80.92,43.85,555.3263,6.0
74355,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,1.0,23.47,16.34,50.9,460.1455000000001,6.0
74357,6.0,6.0,3.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,1.0,14.21,26.85,85.85,471.9794,3.0
74359,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,4.0,68.7,62.45,68.77,529.6219,6.0
74364,5.0,6.0,4.0,3.0,4.0,2.0,3.0,3.0,0.0,1.0,1.0,23.47,15.35,68.7,519.3708,5.0
74366,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,70.5,82.41,70.34,467.2686,6.0
74369,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,-3.0,1.0,0.0,14.21,23.57,51.5,536.4731,6.0
74370,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,5.0,5.0,24.98,51.5,63.03,580.9818,6.0
74371,6.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,6.0,5.0,55.25,24.53,86.72,518.731,6.0
74373,6.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,17.0,17.69,86.72,618.9558,6.0
74374,5.0,6.0,2.0,4.0,4.0,3.0,2.0,3.0,0.0,4.0,6.0,39.02,68.7,85.85,539.6653,6.0
74375,5.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,0.0,0.0,1.0,26.64,28.48,74.66,548.403,2.0
74377,6.0,6.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,6.0,1.0,76.49,50.37,70.34,649.5046,6.0
74382,3.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,4.0,2.0,21.64,59.89,84.14,582.8011,6.0
74385,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,5.0,5.0,22.25,26.6,82.41,434.82579999999996,6.0
74386,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,4.0,5.0,70.34,70.34,85.85,402.2002,6.0
74389,4.0,6.0,2.0,4.0,3.0,2.0,2.0,3.0,-1.0,1.0,5.0,35.34,30.34,77.1,378.8497000000001,5.0
74392,6.0,6.0,3.0,2.0,5.0,3.0,3.0,2.0,0.0,2.0,1.0,17.0,57.03,70.34,512.0179,6.0
74396,5.0,6.0,2.0,2.0,1.0,4.0,4.0,3.0,-1.0,5.0,5.0,16.5,20.95,84.14,445.9954000000001,2.0
74397,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,-1.0,1.0,1.0,17.0,19.41,50.9,412.2237999999999,2.0
74398,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,47.83,26.62,88.31,414.88590000000005,3.0
74401,4.0,6.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,4.0,5.0,58.77,75.5,50.9,532.9052999999999,6.0
74402,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0,23.47,36.92,81.92,530.7244,6.0
74403,6.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,0.0,6.0,6.0,76.65,76.65,68.54,549.6424,6.0
74406,5.0,1.0,3.0,4.0,5.0,2.0,2.0,3.0,0.0,5.0,5.0,39.02,43.85,43.85,479.00750000000005,6.0
74409,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,4.0,43.33,57.03,72.83,572.8252,6.0
74410,6.0,6.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,6.0,6.0,70.34,80.46,74.66,648.6209000000001,6.0
74413,6.0,6.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,6.0,6.0,71.39,51.56,86.72,543.5494000000001,6.0
74415,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,-2.0,6.0,1.0,17.0,59.89,50.15,357.23940000000005,3.0
74416,6.0,6.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,5.0,16.8,30.78,83.09,631.1686,6.0
74418,6.0,5.0,3.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,62.39,71.39,86.81,629.4689999999999,6.0
74420,6.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,5.0,4.0,65.01,70.34,79.49,679.5067999999999,6.0
74422,6.0,6.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,6.0,2.0,76.65,30.78,88.7,590.4728,6.0
74424,5.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,0.0,2.0,2.0,28.48,30.49,81.92,556.8223,6.0
74425,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,-3.0,6.0,6.0,86.72,51.5,50.9,371.17449999999997,6.0
74426,4.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,6.0,6.0,44.94,81.4,73.91,472.3245,6.0
74428,6.0,6.0,3.0,3.0,4.0,4.0,4.0,2.0,0.0,2.0,4.0,24.98,38.44,88.7,619.5244,6.0
74430,6.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,-1.0,3.0,2.0,43.85,18.08,43.85,566.9318000000001,5.0
74432,6.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,5.0,68.7,76.65,88.7,603.2560000000001,3.0
74435,6.0,6.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,4.0,0.0,39.02,25.23,88.7,540.3149000000001,6.0
74437,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,4.0,2.0,81.05,62.13,73.91,557.2515999999999,6.0
74439,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,-1.0,5.0,1.0,16.38,17.0,58.77,388.3568,5.0
74440,6.0,6.0,2.0,2.0,3.0,4.0,3.0,4.0,0.0,6.0,2.0,76.49,70.34,70.34,573.3754999999999,6.0
74441,6.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,-1.0,6.0,4.0,70.89,70.34,63.03,497.54079999999993,6.0
74442,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,6.0,5.0,50.37,32.5,68.7,467.32960000000014,6.0
74443,5.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,6.0,70.34,79.05,88.7,553.067,6.0
74444,6.0,6.0,2.0,2.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,23.47,15.35,86.72,546.6294999999999,6.0
74445,4.0,6.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,6.0,6.0,88.31,77.1,77.1,651.1313,6.0
74446,6.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,6.0,68.7,81.92,79.05,655.1972000000001,6.0
74448,6.0,6.0,2.0,2.0,2.0,1.0,4.0,4.0,0.0,6.0,0.0,43.33,46.73,50.9,536.1913000000001,6.0
74450,4.0,6.0,2.0,3.0,3.0,4.0,4.0,3.0,0.0,5.0,2.0,17.0,20.91,79.74,537.0341999999999,6.0
74452,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,6.0,4.0,76.49,16.34,16.34,458.7081,5.0
74454,6.0,6.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,4.0,6.0,24.98,82.41,72.83,477.0603,3.0
74455,6.0,6.0,2.0,2.0,3.0,2.0,3.0,4.0,0.0,5.0,2.0,14.21,26.62,72.83,563.4757999999999,6.0
74457,5.0,5.0,2.0,3.0,2.0,1.0,1.0,3.0,-1.0,4.0,0.0,17.0,19.78,78.69,455.7121,4.0
74458,6.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,6.0,3.0,70.34,30.78,77.1,589.8127999999999,6.0
74459,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,5.0,5.0,17.0,22.57,51.5,350.61109999999996,2.0
74460,6.0,6.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,6.0,6.0,82.41,60.92,78.69,589.5166999999999,6.0
74461,6.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,-1.0,6.0,6.0,85.41,70.34,79.05,692.5253,6.0
74464,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,0.0,4.0,4.0,39.02,25.06,84.14,568.7126,6.0
74465,6.0,6.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,6.0,6.0,17.0,88.31,72.83,574.7048,6.0
74468,6.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,4.0,5.0,48.1,67.11,75.54,673.0065999999999,6.0
74469,6.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,16.5,24.45,68.7,529.9262000000001,6.0
74470,6.0,6.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,6.0,6.0,58.77,76.65,50.9,553.5265,6.0
74472,6.0,6.0,3.0,2.0,1.0,2.0,3.0,2.0,0.0,4.0,6.0,55.25,86.72,63.31,567.9570000000001,6.0
74481,6.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0,4.0,3.0,27.91,30.78,68.7,533.2305,6.0
74482,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,2.0,5.0,17.0,25.95,67.94,405.1477,6.0
74484,6.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,28.7,33.16,88.7,618.9164,6.0
74486,6.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,76.65,16.34,70.5,407.74870000000004,3.0
74490,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,1.0,27.3,27.3,39.02,377.0264,5.0
74491,5.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,65.01,70.34,86.72,634.49,6.0
74495,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,2.0,73.91,23.8,85.85,530.9462,6.0
74498,6.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,6.0,4.0,50.15,44.94,78.69,607.9734000000001,6.0
74499,6.0,6.0,3.0,2.0,3.0,4.0,4.0,4.0,0.0,1.0,1.0,76.65,51.56,67.94,626.3582,6.0
74501,5.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,21.13,33.76,81.92,477.7843,6.0
74505,6.0,6.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,24.53,46.73,50.9,461.4844,6.0
74508,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0,2.0,2.0,25.04,59.89,85.85,382.3078,5.0
74509,6.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,4.0,6.0,24.53,57.0,79.05,638.0454000000001,6.0
74513,6.0,6.0,1.0,2.0,5.0,3.0,3.0,3.0,1.0,5.0,6.0,43.33,76.65,70.34,577.2574000000001,6.0
74514,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,17.0,26.62,86.72,477.1548999999999,6.0
74516,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,-2.0,2.0,0.0,17.0,26.6,29.16,417.5772,1.0
74517,4.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,6.0,6.0,82.41,43.85,88.7,587.9511,6.0
74519,6.0,6.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,3.0,4.0,28.48,23.41,70.34,620.7308,6.0
74520,2.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,-2.0,2.0,2.0,35.34,26.85,82.41,454.22389999999996,2.0
74523,4.0,6.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,39.04,26.92,82.41,524.9780000000001,6.0
74524,6.0,6.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,23.41,22.57,78.69,560.5287999999999,6.0
74525,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,28.48,36.35,73.38,468.5915999999999,6.0
74526,5.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,0.0,6.0,6.0,82.41,79.74,79.74,530.0199,6.0
74527,6.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,-3.0,2.0,2.0,65.64,57.03,62.45,421.034,5.0
74531,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,3.0,3.0,44.72,50.37,84.14,598.1775,6.0
74532,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,16.38,16.34,86.72,486.71349999999995,6.0
74540,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,-1.0,2.0,2.0,50.15,61.07,62.45,609.5328000000001,6.0
74542,6.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,6.0,82.41,82.41,79.74,583.2786,6.0
74543,3.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,0.0,4.0,0.0,20.91,15.35,71.39,414.3129,6.0
74548,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,76.65,25.04,77.1,548.8968000000001,6.0
74550,6.0,6.0,3.0,2.0,3.0,1.0,3.0,3.0,0.0,2.0,3.0,16.38,51.5,46.76,462.4205,6.0
74551,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,-2.0,0.0,3.0,24.53,22.57,73.71,329.9871,6.0
74554,6.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,30.9,18.08,72.83,535.2111,6.0
74556,5.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,6.0,6.0,81.05,88.96,80.78,621.9021,6.0
74558,6.0,6.0,2.0,2.0,2.0,2.0,3.0,2.0,-1.0,1.0,1.0,20.95,25.95,51.5,441.18410000000006,2.0
74559,6.0,6.0,3.0,3.0,3.0,2.0,3.0,1.0,-1.0,6.0,4.0,71.39,71.39,78.69,441.3522,5.0
74561,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,-1.0,6.0,5.0,24.53,15.35,29.18,460.1155,2.0
74563,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,-1.0,2.0,2.0,14.21,24.53,74.66,425.57219999999995,2.0
74564,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,-1.0,2.0,2.0,23.41,65.42,65.23,387.88620000000003,6.0
74565,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,6.0,6.0,76.65,84.14,80.92,497.85900000000004,5.0
74567,6.0,6.0,2.0,1.0,1.0,3.0,4.0,3.0,0.0,6.0,2.0,82.41,51.5,81.92,553.4122,6.0
