,ST166Q02HA,ST166Q05HA,ST216Q01HA,ST216Q02HA,ST216Q03HA,FL167Q01HA,FL167Q02HA,FL167Q04HA,GRADE,MISCED,FISCED,BMMJ1,BFMJ2,BSMJ,literacy,sisced
76237,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,-3.0,5.0,6.0,16.5,50.15,24.53,385.84479999999996,6.0
76240,6.0,6.0,2.0,1.0,1.0,4.0,4.0,4.0,0.0,5.0,5.0,55.25,43.19,77.1,563.8340999999999,6.0
76241,6.0,6.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,6.0,4.0,85.85,37.83,78.69,617.9780999999999,5.0
76243,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,4.0,4.0,58.07,58.07,78.17,556.6909,5.0
76245,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,76.65,23.57,79.74,498.62069999999994,5.0
76246,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,0.0,2.0,2.0,46.38,28.7,30.78,554.6825,6.0
76248,6.0,6.0,4.0,3.0,3.0,3.0,2.0,3.0,0.0,6.0,1.0,50.37,57.03,70.34,572.8897999999999,6.0
76249,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,6.0,4.0,43.33,43.19,79.05,619.3792,6.0
76250,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,5.0,1.0,26.64,26.62,70.34,503.6826,6.0
76251,6.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,-1.0,3.0,1.0,20.95,30.78,80.75,465.01399999999995,2.0
76252,6.0,6.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,4.0,6.0,73.91,30.59,51.01,539.9714999999999,6.0
76260,3.0,6.0,3.0,1.0,3.0,2.0,2.0,3.0,0.0,6.0,3.0,82.41,23.8,88.7,608.4206999999999,6.0
76261,6.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,17.0,35.34,78.69,555.9856,6.0
76265,4.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,4.0,43.85,30.78,70.34,499.9796,6.0
76269,6.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,5.0,2.0,20.91,16.34,88.7,574.4003,6.0
76271,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,-1.0,6.0,5.0,75.54,79.74,79.74,386.40250000000003,5.0
76272,6.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,6.0,3.0,39.02,31.72,67.94,409.40860000000004,6.0
76273,5.0,6.0,4.0,3.0,4.0,2.0,2.0,3.0,0.0,6.0,4.0,68.7,60.29,84.14,590.0565,6.0
76274,6.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,-1.0,1.0,1.0,16.8,15.35,79.74,421.8173,2.0
76276,6.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,6.0,4.0,70.5,62.45,79.74,512.7926,6.0
76277,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,-1.0,1.0,2.0,16.5,26.62,88.7,558.8464,6.0
76278,6.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,0.0,6.0,6.0,82.41,51.5,55.03,488.24230000000006,6.0
76279,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,6.0,4.0,39.04,81.4,46.76,425.1501999999999,6.0
76285,4.0,5.0,1.0,4.0,5.0,3.0,3.0,3.0,0.0,3.0,6.0,17.0,62.45,86.72,546.8662,6.0
76286,5.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,4.0,1.0,24.16,25.95,50.9,549.9547,3.0
76287,4.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,0.0,5.0,4.0,58.77,71.39,71.39,520.1565999999999,6.0
76291,5.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,2.0,0.0,24.53,15.35,86.72,480.05430000000007,6.0
76292,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,14.21,25.06,85.85,529.0947,5.0
76298,5.0,6.0,4.0,2.0,3.0,3.0,2.0,4.0,0.0,3.0,4.0,16.5,41.27,88.7,624.1896,6.0
76299,5.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,-1.0,4.0,2.0,25.04,25.95,50.9,494.26849999999996,6.0
76300,5.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,0.0,5.0,2.0,79.74,81.4,24.79,505.78290000000004,5.0
76301,6.0,6.0,3.0,1.0,3.0,3.0,3.0,4.0,-1.0,1.0,1.0,18.07,29.16,76.98,461.43050000000005,2.0
76302,6.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,26.64,30.78,80.92,448.4084000000001,6.0
76305,6.0,5.0,4.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,2.0,14.21,26.62,84.14,474.6166999999999,6.0
76307,5.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,0.0,2.0,4.0,31.08,81.4,46.76,455.97649999999993,6.0
76315,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,-1.0,1.0,1.0,23.47,15.35,30.78,411.8449999999999,2.0
76316,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,1.0,2.0,50.15,57.03,50.9,476.86100000000005,6.0
76319,4.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,0.0,4.0,1.0,33.16,33.16,88.7,600.4490999999999,6.0
76320,6.0,6.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,2.0,0.0,14.21,31.72,78.69,652.7489000000002,6.0
76321,2.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,82.41,80.78,71.39,605.1387,6.0
76323,6.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,19.08,36.35,80.75,532.0308,6.0
76325,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,23.41,25.23,79.74,533.0978,6.0
76326,6.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,6.0,6.0,58.77,75.54,70.34,526.3765999999999,6.0
76331,4.0,6.0,3.0,2.0,4.0,3.0,3.0,3.0,0.0,2.0,2.0,70.34,70.34,70.34,509.8616999999999,6.0
76332,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,4.0,4.0,50.37,26.6,79.74,500.6932,6.0
76334,6.0,6.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0,44.92,51.56,82.31,481.4869,6.0
76335,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,0.0,6.0,6.0,76.49,57.03,75.13,539.3228999999999,6.0
76337,6.0,6.0,2.0,2.0,2.0,2.0,3.0,4.0,0.0,6.0,6.0,82.41,30.59,29.18,545.0797,6.0
76338,6.0,6.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,6.0,6.0,67.11,86.72,88.7,600.4401,6.0
76342,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,-3.0,6.0,6.0,50.15,50.15,50.15,328.3257,1.0
76344,6.0,6.0,3.0,4.0,3.0,3.0,3.0,2.0,0.0,5.0,4.0,50.15,28.7,83.09,563.4148000000001,6.0
76346,6.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,28.48,28.84,78.69,683.9437,6.0
76350,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0,6.0,5.0,70.34,27.91,70.34,522.6052999999999,6.0
76353,5.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,6.0,6.0,68.7,85.41,78.69,591.7264000000001,6.0
76357,5.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,1.0,0.0,17.0,16.34,73.71,582.8655,6.0
76358,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,-1.0,1.0,1.0,17.0,26.62,31.15,412.3505,1.0
76360,6.0,6.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,4.0,2.0,57.99,26.85,64.44,518.4058000000001,6.0
